Matrix,Rows,Columns,nnz,Kernel,Grid_Size,Block_Size,Avg_Time(ms),Avg_Err,GFLOP/s,Bandwidth(GB/s)
cop20k_A.mtx,121192,121192,2624331,csr vector,24239,160,0.13056,1.86648e-07,40.2011,160.135
cop20k_A.mtx,121192,121192,2624331,coo seg,4101,160,0.0733184,1.81054e-07,71.5872,412.34
cop20k_A.mtx,121192,121192,2624331,coo flat,13669,192,0.270131,1.13972e-07,19.43,111.917
cop20k_A.mtx,121192,121192,2624331,csr scalar,632,192,0.0784384,9.70613e-08,66.9144,266.543
cop20k_A.mtx,121192,121192,2624331,csr vector,20199,192,0.126976,1.86648e-07,41.3359,164.655
cop20k_A.mtx,121192,121192,2624331,coo seg,3418,192,0.073728,1.81054e-07,71.1895,410.05
cop20k_A.mtx,121192,121192,2624331,coo flat,11716,224,0.269517,1.17977e-07,19.4743,112.172
cop20k_A.mtx,121192,121192,2624331,csr scalar,542,224,0.0818176,9.70613e-08,64.1508,255.535
cop20k_A.mtx,121192,121192,2624331,csr vector,17314,224,0.125747,1.86648e-07,41.7398,166.264
cop20k_A.mtx,121192,121192,2624331,coo seg,2929,224,0.071168,1.81054e-07,73.7503,424.8
cop20k_A.mtx,121192,121192,2624331,coo flat,10252,256,0.267776,1.15927e-07,19.6009,112.901
cop20k_A.mtx,121192,121192,2624331,csr scalar,474,256,0.0876544,9.70613e-08,59.879,238.519
cop20k_A.mtx,121192,121192,2624331,csr vector,15149,256,0.11817,1.86648e-07,44.4164,176.926
cop20k_A.mtx,121192,121192,2624331,coo seg,2563,256,0.07168,1.81054e-07,73.2235,421.765
cop20k_A.mtx,121192,121192,2624331,coo flat,9113,288,0.271565,1.21131e-07,19.3275,111.326
cop20k_A.mtx,121192,121192,2624331,csr scalar,421,288,0.0909312,9.70613e-08,57.7212,229.924
cop20k_A.mtx,121192,121192,2624331,csr vector,13466,288,0.126464,1.86648e-07,41.5032,165.322
cop20k_A.mtx,121192,121192,2624331,coo seg,2279,288,0.0713728,1.81054e-07,73.5387,423.581
cop20k_A.mtx,121192,121192,2624331,coo flat,8202,320,0.275046,1.15203e-07,19.0828,109.916
cop20k_A.mtx,121192,121192,2624331,csr scalar,379,320,0.0919552,9.70613e-08,57.0785,227.363
cop20k_A.mtx,121192,121192,2624331,csr vector,12120,320,0.127795,1.86648e-07,41.0709,163.599
cop20k_A.mtx,121192,121192,2624331,coo seg,2051,320,0.0743424,1.81054e-07,70.6012,406.661
cop20k_A.mtx,121192,121192,2624331,coo flat,7456,352,0.28119,1.16895e-07,18.6659,107.515
cop20k_A.mtx,121192,121192,2624331,csr scalar,345,352,0.0871424,9.70613e-08,60.2309,239.92
cop20k_A.mtx,121192,121192,2624331,csr vector,11018,352,0.137114,1.86648e-07,38.2797,152.481
cop20k_A.mtx,121192,121192,2624331,coo seg,1864,352,0.0756736,1.81054e-07,69.3592,399.507
cop20k_A.mtx,121192,121192,2624331,coo flat,6835,384,0.280576,1.16e-07,18.7067,107.75
cop20k_A.mtx,121192,121192,2624331,csr scalar,316,384,0.0948224,9.70613e-08,55.3526,220.488
cop20k_A.mtx,121192,121192,2624331,csr vector,10100,384,0.12759,1.86648e-07,41.1368,163.862
cop20k_A.mtx,121192,121192,2624331,coo seg,1709,384,0.07424,1.81054e-07,70.6986,407.222
cop20k_A.mtx,121192,121192,2624331,coo flat,6309,416,0.284365,1.18621e-07,18.4575,106.315
cop20k_A.mtx,121192,121192,2624331,csr scalar,292,416,0.091136,9.70613e-08,57.5915,229.407
cop20k_A.mtx,121192,121192,2624331,csr vector,9323,416,0.143155,1.86648e-07,36.6641,146.046
cop20k_A.mtx,121192,121192,2624331,coo seg,1578,416,0.0786432,1.81054e-07,66.7402,384.421
cop20k_A.mtx,121192,121192,2624331,coo flat,5858,448,0.28713,1.14909e-07,18.2798,105.291
cop20k_A.mtx,121192,121192,2624331,csr scalar,271,448,0.0990208,9.70613e-08,53.0057,211.14
cop20k_A.mtx,121192,121192,2624331,csr vector,8657,448,0.13568,1.86648e-07,38.6841,154.092
cop20k_A.mtx,121192,121192,2624331,coo seg,1465,448,0.075776,1.81054e-07,69.2655,398.967
cop20k_A.mtx,121192,121192,2624331,coo flat,5468,480,0.277709,1.19742e-07,18.8999,108.863
cop20k_A.mtx,121192,121192,2624331,csr scalar,253,480,0.10496,9.70613e-08,50.0063,199.192
cop20k_A.mtx,121192,121192,2624331,csr vector,8080,480,0.133734,1.86648e-07,39.2469,156.334
cop20k_A.mtx,121192,121192,2624331,coo seg,1367,480,0.075264,1.81054e-07,69.7367,401.681
cop20k_A.mtx,121192,121192,2624331,coo flat,5126,512,0.276173,1.16628e-07,19.005,109.468
cop20k_A.mtx,121192,121192,2624331,csr scalar,237,512,0.09984,9.70613e-08,52.5707,209.407
cop20k_A.mtx,121192,121192,2624331,csr vector,7575,512,0.126157,1.86648e-07,41.6043,165.724
cop20k_A.mtx,121192,121192,2624331,coo seg,1282,512,0.0718848,1.81054e-07,73.0149,420.564
cop20k_A.mtx,121192,121192,2624331,coo flat,4825,544,0.294093,1.15038e-07,17.847,102.798
cop20k_A.mtx,121192,121192,2624331,csr scalar,223,544,0.0958464,9.70613e-08,54.7612,218.133
cop20k_A.mtx,121192,121192,2624331,csr vector,7129,544,0.149299,1.86648e-07,35.1553,140.036
cop20k_A.mtx,121192,121192,2624331,coo seg,1207,544,0.081408,1.81054e-07,64.4735,371.366
cop20k_A.mtx,121192,121192,2624331,coo flat,4557,576,0.293171,1.14204e-07,17.9031,103.121
cop20k_A.mtx,121192,121192,2624331,csr scalar,211,576,0.102605,9.70613e-08,51.1542,203.765
cop20k_A.mtx,121192,121192,2624331,csr vector,6733,576,0.142746,1.86648e-07,36.7693,146.465
cop20k_A.mtx,121192,121192,2624331,coo seg,1140,576,0.0772096,1.81054e-07,67.9794,391.559
cop20k_A.mtx,121192,121192,2624331,coo flat,4317,608,0.288666,1.16354e-07,18.1825,104.731
cop20k_A.mtx,121192,121192,2624331,csr scalar,200,608,0.110387,9.70613e-08,47.5477,189.399
cop20k_A.mtx,121192,121192,2624331,csr vector,6379,608,0.141414,1.86648e-07,37.1155,147.844
cop20k_A.mtx,121192,121192,2624331,coo seg,1080,608,0.0768,1.81054e-07,68.342,393.648
cop20k_A.mtx,121192,121192,2624331,coo flat,4101,640,0.284262,1.14442e-07,18.4641,106.353
cop20k_A.mtx,121192,121192,2624331,csr scalar,190,640,0.119091,9.70613e-08,44.0726,175.556
cop20k_A.mtx,121192,121192,2624331,csr vector,6060,640,0.135475,1.86648e-07,38.7426,154.325
cop20k_A.mtx,121192,121192,2624331,coo seg,1026,640,0.0751616,1.81054e-07,69.8317,402.228
cop20k_A.mtx,121192,121192,2624331,coo flat,3906,672,0.278938,1.18376e-07,18.8166,108.383
cop20k_A.mtx,121192,121192,2624331,csr scalar,181,672,0.121446,9.70613e-08,43.2179,172.152
cop20k_A.mtx,121192,121192,2624331,csr vector,5772,672,0.136602,1.86648e-07,38.4231,153.053
cop20k_A.mtx,121192,121192,2624331,coo seg,977,672,0.0723968,1.81054e-07,72.4985,417.589
cop20k_A.mtx,121192,121192,2624331,coo flat,3728,704,0.300134,1.06482e-07,17.4877,100.729
cop20k_A.mtx,121192,121192,2624331,csr scalar,173,704,0.118272,9.70613e-08,44.3779,176.772
cop20k_A.mtx,121192,121192,2624331,csr vector,5509,704,0.165069,1.86648e-07,31.7968,126.658
cop20k_A.mtx,121192,121192,2624331,coo seg,932,704,0.0868352,1.81054e-07,60.4439,348.155
cop20k_A.mtx,121192,121192,2624331,coo flat,3566,736,0.299622,1.08699e-07,17.5176,100.901
cop20k_A.mtx,121192,121192,2624331,csr scalar,165,736,0.117965,9.70613e-08,44.4935,177.233
cop20k_A.mtx,121192,121192,2624331,csr vector,5270,736,0.162918,1.86648e-07,32.2165,128.329
cop20k_A.mtx,121192,121192,2624331,coo seg,892,736,0.0836608,1.81054e-07,62.7374,361.366
cop20k_A.mtx,121192,121192,2624331,coo flat,3418,768,0.298496,1.09593e-07,17.5837,101.282
cop20k_A.mtx,121192,121192,2624331,csr scalar,158,768,0.11991,9.70613e-08,43.7715,174.357
cop20k_A.mtx,121192,121192,2624331,csr vector,5050,768,0.155238,1.86648e-07,33.8103,134.678
cop20k_A.mtx,121192,121192,2624331,coo seg,855,768,0.0835584,1.81054e-07,62.8143,361.808
cop20k_A.mtx,121192,121192,2624331,coo flat,3281,800,0.298394,1.11798e-07,17.5897,101.316
cop20k_A.mtx,121192,121192,2624331,csr scalar,152,800,0.126669,9.70613e-08,41.4361,165.054
cop20k_A.mtx,121192,121192,2624331,csr vector,4848,800,0.158413,1.86648e-07,33.1328,131.979
cop20k_A.mtx,121192,121192,2624331,coo seg,821,800,0.0830464,1.81054e-07,63.2016,364.039
cop20k_A.mtx,121192,121192,2624331,coo flat,3155,832,0.29911,1.07608e-07,17.5476,101.074
cop20k_A.mtx,121192,121192,2624331,csr scalar,146,832,0.131994,9.70613e-08,39.7645,158.396
cop20k_A.mtx,121192,121192,2624331,csr vector,4662,832,0.152986,1.86648e-07,34.3082,136.661
cop20k_A.mtx,121192,121192,2624331,coo seg,789,832,0.0816128,1.81054e-07,64.3117,370.434
cop20k_A.mtx,121192,121192,2624331,coo flat,3038,864,0.29399,1.10355e-07,17.8532,102.834
cop20k_A.mtx,121192,121192,2624331,csr scalar,141,864,0.139571,9.70613e-08,37.6056,149.796
cop20k_A.mtx,121192,121192,2624331,csr vector,4489,864,0.151654,1.86648e-07,34.6094,137.861
cop20k_A.mtx,121192,121192,2624331,coo seg,760,864,0.0795648,1.81054e-07,65.9671,379.969
cop20k_A.mtx,121192,121192,2624331,coo flat,2929,896,0.291738,1.08696e-07,17.991,103.628
cop20k_A.mtx,121192,121192,2624331,csr scalar,136,896,0.146842,9.70613e-08,35.7437,142.379
cop20k_A.mtx,121192,121192,2624331,csr vector,4329,896,0.146227,1.86648e-07,35.8939,142.978
cop20k_A.mtx,121192,121192,2624331,coo seg,733,896,0.0789504,1.81054e-07,66.4805,382.926
cop20k_A.mtx,121192,121192,2624331,coo flat,2828,928,0.29143,1.17311e-07,18.01,103.737
cop20k_A.mtx,121192,121192,2624331,csr scalar,131,928,0.150528,9.70613e-08,34.8683,138.893
cop20k_A.mtx,121192,121192,2624331,csr vector,4180,928,0.147251,1.86648e-07,35.6443,141.983
cop20k_A.mtx,121192,121192,2624331,coo seg,707,928,0.078336,1.81054e-07,67.0019,385.929
cop20k_A.mtx,121192,121192,2624331,coo flat,2734,960,0.286003,1.12576e-07,18.3518,105.706
cop20k_A.mtx,121192,121192,2624331,csr scalar,127,960,0.152166,9.70613e-08,34.4929,137.397
cop20k_A.mtx,121192,121192,2624331,csr vector,4040,960,0.14336,1.86648e-07,36.6118,145.837
cop20k_A.mtx,121192,121192,2624331,coo seg,684,960,0.0775168,1.81054e-07,67.71,390.008
cop20k_A.mtx,121192,121192,2624331,coo flat,2646,992,0.283034,1.13087e-07,18.5443,106.815
cop20k_A.mtx,121192,121192,2624331,csr scalar,123,992,0.155443,9.70613e-08,33.7658,134.501
cop20k_A.mtx,121192,121192,2624331,csr vector,3910,992,0.142336,1.86648e-07,36.8752,146.886
cop20k_A.mtx,121192,121192,2624331,coo seg,662,992,0.0746496,1.81054e-07,70.3106,404.987
cop20k_A.mtx,121192,121192,2624331,coo flat,2563,1024,0.277811,1.13563e-07,18.8929,108.823
cop20k_A.mtx,121192,121192,2624331,csr scalar,119,1024,0.152986,9.70613e-08,34.3082,136.661
cop20k_A.mtx,121192,121192,2624331,csr vector,3788,1024,0.137728,1.86648e-07,38.1089,151.801
cop20k_A.mtx,121192,121192,2624331,coo seg,641,1024,0.0738304,1.81054e-07,71.0908,409.481
cop20k_A.mtx,121192,121192,2624331,CuSparse,0,0,0.071168,1.84749e-07,73.7503,293.773
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,39794,32,0.0854016,1.95208e-08,29.8212,184.654
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,6454,32,0.0403456,4.31457e-08,63.1241,292.357
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,206500,32,0.414925,5.30339e-08,6.13793,28.4276
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,9949,32,0.0538624,4.96689e-08,47.283,292.779
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,19897,64,0.073728,2.04706e-08,34.5429,213.891
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,3227,64,0.0421888,4.31457e-08,60.3662,279.584
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,103250,64,0.182784,5.30339e-08,13.9333,64.5314
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,4975,64,0.0381952,4.96689e-08,66.678,412.873
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,13265,96,0.0739328,1.90979e-08,34.4472,213.299
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,2152,96,0.0412672,4.31457e-08,61.7143,285.828
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,68834,96,0.168653,5.30339e-08,15.1007,69.9384
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,3317,96,0.0364544,4.96689e-08,69.862,432.589
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,9949,128,0.0731136,1.98924e-08,34.8332,215.689
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,1614,128,0.0403456,4.31457e-08,63.1241,292.357
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,51625,128,0.154624,5.30339e-08,16.4708,76.2838
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,2488,128,0.0360448,4.96689e-08,70.6559,437.505
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,7959,160,0.074752,1.96849e-08,34.0697,210.961
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,1291,160,0.04096,4.31457e-08,62.1772,287.971
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,41300,160,0.156672,5.30339e-08,16.2555,75.2866
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,1990,160,0.0361472,4.96689e-08,70.4558,436.266
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,6633,192,0.0758784,1.97098e-08,33.5639,207.83
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,1076,192,0.0402432,4.31457e-08,63.2847,293.101
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,34417,192,0.151654,5.30339e-08,16.7933,77.7776
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,1659,192,0.0362496,4.96689e-08,70.2567,435.033
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,5685,224,0.0741376,2.07206e-08,34.352,212.71
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,922,224,0.0402432,4.31457e-08,63.2847,293.101
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,29500,224,0.150221,5.30339e-08,16.9536,78.5198
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,1422,224,0.0362496,4.96689e-08,70.2567,435.033
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,4975,256,0.07424,1.97288e-08,34.3047,212.416
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,807,256,0.039424,4.31457e-08,64.5997,299.191
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,25813,256,0.139366,5.30339e-08,18.274,84.6352
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,1244,256,0.0355328,4.96689e-08,71.674,443.809
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,4422,288,0.0759808,2.02763e-08,33.5187,207.549
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,718,288,0.0402432,4.31457e-08,63.2847,293.101
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,22945,288,0.148275,5.30339e-08,17.176,79.5501
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,1106,288,0.0364544,4.96689e-08,69.862,432.589
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,3980,320,0.0765952,1.91654e-08,33.2498,205.885
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,646,320,0.039424,4.31457e-08,64.5997,299.191
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,20650,320,0.149197,5.30339e-08,17.0699,79.0587
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,995,320,0.0360448,4.96689e-08,70.6559,437.505
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,3618,352,0.0777216,1.89995e-08,32.768,202.901
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,587,352,0.0392192,4.31457e-08,64.937,300.753
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,18773,352,0.156877,5.30339e-08,16.2343,75.1884
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,905,352,0.0402432,4.96689e-08,63.2847,391.862
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,3317,384,0.0763904,2.00798e-08,33.339,206.437
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,538,384,0.0386048,4.31457e-08,65.9705,305.54
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,17209,384,0.147661,5.30339e-08,17.2475,79.8811
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,830,384,0.036352,4.96689e-08,70.0588,433.808
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,3062,416,0.0786432,1.86521e-08,32.384,200.523
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,497,416,0.0402432,4.31457e-08,63.2847,293.101
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,15885,416,0.163021,5.30339e-08,15.6224,72.3546
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,766,416,0.040448,4.96689e-08,62.9642,389.878
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,2843,448,0.078336,1.9224e-08,32.511,201.309
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,461,448,0.0391168,4.31457e-08,65.107,301.541
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,14750,448,0.156672,5.30339e-08,16.2555,75.2866
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,711,448,0.039936,4.96689e-08,63.7715,394.876
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,2653,480,0.078336,1.96626e-08,32.511,201.309
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,431,480,0.0379904,4.31457e-08,67.0374,310.481
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,13767,480,0.152883,5.30339e-08,16.6583,77.1524
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,664,480,0.0366592,4.96689e-08,69.4717,430.172
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,2488,512,0.076288,1.97449e-08,33.3837,206.714
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,404,512,0.0397312,4.31457e-08,64.1002,296.878
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,12907,512,0.142746,5.30339e-08,17.8414,82.6317
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,622,512,0.0366592,4.96689e-08,69.4717,430.172
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,2341,544,0.078848,1.803e-08,32.2998,200.002
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,380,544,0.0393216,4.31457e-08,64.7679,299.97
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,12148,544,0.168858,5.30339e-08,15.0824,69.8536
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,586,544,0.0406528,4.96689e-08,62.647,387.914
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,2211,576,0.0790528,1.85186e-08,32.2162,199.484
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,359,576,0.0387072,4.31457e-08,65.796,304.732
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,11473,576,0.16384,5.30339e-08,15.5443,71.9928
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,553,576,0.0413696,4.96689e-08,61.5616,381.192
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,2095,608,0.0786432,1.93281e-08,32.384,200.523
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,340,608,0.0400384,4.31457e-08,63.6084,294.6
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,10869,608,0.161894,5.30339e-08,15.7311,72.858
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,524,608,0.0401408,4.96689e-08,63.4461,392.862
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,1990,640,0.078336,1.86948e-08,32.511,201.309
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,323,640,0.0384,4.31457e-08,66.3223,307.169
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,10325,640,0.156365,5.30339e-08,16.2874,75.4346
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,498,640,0.0372736,4.96689e-08,68.3266,423.082
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,1895,672,0.0770048,1.88755e-08,33.073,204.79
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,308,672,0.0392192,4.31457e-08,64.937,300.753
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,9834,672,0.156365,5.30339e-08,16.2874,75.4346
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,474,672,0.037888,4.96689e-08,67.2186,416.221
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,1809,704,0.0804864,1.80124e-08,31.6423,195.931
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,294,704,0.0411648,4.31457e-08,61.8679,286.539
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,9387,704,0.190054,5.30339e-08,13.4003,62.0628
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,453,704,0.0442368,4.96689e-08,57.5715,356.485
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,1731,736,0.08192,1.78893e-08,31.0886,192.502
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,281,736,0.0380928,4.31457e-08,66.8572,309.647
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,8979,736,0.188518,5.30339e-08,13.5094,62.5685
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,433,736,0.0422912,4.96689e-08,60.22,372.885
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,1659,768,0.0804864,1.80507e-08,31.6423,195.931
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,269,768,0.0379904,4.31457e-08,67.0374,310.481
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,8605,768,0.181248,5.30339e-08,14.0513,65.0783
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,415,768,0.041984,4.96689e-08,60.6607,375.614
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,1592,800,0.0806912,1.73059e-08,31.562,195.434
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,259,800,0.0386048,4.31457e-08,65.9705,305.54
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,8260,800,0.18391,5.30339e-08,13.8479,64.1362
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,398,800,0.0412672,4.96689e-08,61.7143,382.138
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,1531,832,0.079872,1.65493e-08,31.8857,197.438
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,249,832,0.0395264,4.31457e-08,64.4323,298.416
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,7943,832,0.180429,5.30339e-08,14.1151,65.3738
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,383,832,0.0417792,4.96689e-08,60.958,377.455
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,1474,864,0.0791552,1.82389e-08,32.1745,199.226
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,240,864,0.040448,4.31457e-08,62.9643,291.617
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,7649,864,0.178688,5.30339e-08,14.2527,66.0106
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,369,864,0.0413696,4.96689e-08,61.5616,381.192
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,1422,896,0.0782336,1.84282e-08,32.5535,201.573
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,231,896,0.0403456,4.31457e-08,63.1241,292.357
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,7375,896,0.174387,5.30339e-08,14.6042,67.6386
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,356,896,0.040448,4.96689e-08,62.9643,389.878
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,1373,928,0.0786432,1.96075e-08,32.384,200.523
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,223,928,0.0375808,4.31457e-08,67.7681,313.865
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,7121,928,0.173363,5.30339e-08,14.6904,68.0381
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,344,928,0.040448,4.96689e-08,62.9642,389.878
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,1327,960,0.077824,1.72841e-08,32.7248,202.634
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,216,960,0.0392192,4.31457e-08,64.937,300.753
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,6884,960,0.170906,5.30339e-08,14.9017,69.0165
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,332,960,0.0374784,4.96689e-08,67.9532,420.77
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,1284,992,0.0780288,1.85542e-08,32.6389,202.102
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,209,992,0.0391168,4.31457e-08,65.107,301.541
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,6662,992,0.169062,5.30339e-08,15.0641,69.769
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,321,992,0.0376832,4.96689e-08,67.5839,418.483
mac_econ_fwd500.mtx,206500,206500,1273389,coo flat,1244,1024,0.0763904,1.84854e-08,33.339,206.437
mac_econ_fwd500.mtx,206500,206500,1273389,csr scalar,202,1024,0.0402432,4.31457e-08,63.2847,293.101
mac_econ_fwd500.mtx,206500,206500,1273389,csr vector,6454,1024,0.160358,5.30339e-08,15.8818,73.5559
mac_econ_fwd500.mtx,206500,206500,1273389,coo seg,311,1024,0.0379904,4.96689e-08,67.0374,415.099
mac_econ_fwd500.mtx,206500,206500,1273389,CuSparse,0,0,0.0391168,5.78691e-08,65.107,301.541
mc2depi.mtx,525825,525825,2100225,coo flat,65633,32,0.14039,1.20127e-08,29.9198,195.096
mc2depi.mtx,525825,525825,2100225,csr scalar,16433,32,0.0526336,7.81314e-08,79.8055,408.949
mc2depi.mtx,525825,525825,2100225,csr vector,525825,32,1.02881,7.12252e-08,4.08281,20.9216
mc2depi.mtx,525825,525825,2100225,coo seg,16409,32,0.0905216,4.8142e-08,46.4027,302.575
mc2depi.mtx,525825,525825,2100225,coo flat,32817,64,0.0717824,1.22099e-08,58.5164,381.564
mc2depi.mtx,525825,525825,2100225,csr scalar,8217,64,0.0422912,7.81314e-08,99.3221,508.958
mc2depi.mtx,525825,525825,2100225,csr vector,262913,64,0.476774,7.12252e-08,8.81014,45.146
mc2depi.mtx,525825,525825,2100225,coo seg,8205,64,0.0648192,4.8142e-08,64.8026,422.553
mc2depi.mtx,525825,525825,2100225,coo flat,21878,96,0.0723968,1.18086e-08,58.0198,378.325
mc2depi.mtx,525825,525825,2100225,csr scalar,5478,96,0.041984,7.81314e-08,100.049,512.682
mc2depi.mtx,525825,525825,2100225,csr vector,175275,96,0.470835,7.12252e-08,8.92128,45.7155
